epoch,accuracy,dice_coef,iou_metric,learning_rate,loss,val_accuracy,val_dice_coef,val_iou_metric,val_loss
25,0.9750463962554932,0.8285726308822632,0.746539831161499,4.999999873689376e-05,0.2537992000579834,0.9758227467536926,0.7617366313934326,0.5388901829719543,0.32558488845825195
26,0.9729756116867065,0.8171838521957397,0.7395875453948975,4.999999873689376e-05,0.2704709470272064,0.9762663841247559,0.7783451080322266,0.635291576385498,0.32466986775398254
27,0.9759911298751831,0.8351765275001526,0.7463130950927734,4.999999873689376e-05,0.24390901625156403,0.9770493507385254,0.7176241874694824,0.5199767351150513,0.31276294589042664
28,0.9757510423660278,0.8353961706161499,0.7562764883041382,4.999999873689376e-05,0.2440001517534256,0.97694331407547,0.8041936755180359,0.5439611077308655,0.28052613139152527
29,0.9785753488540649,0.8499805331230164,0.7715756297111511,2.499999936844688e-05,0.2187068909406662,0.9773219227790833,0.7821987271308899,0.5526602268218994,0.29998767375946045
30,0.9796302914619446,0.8587227463722229,0.7874372601509094,2.499999936844688e-05,0.20728419721126556,0.9821915626525879,0.8219866752624512,0.5840070247650146,0.25884392857551575
31,0.9811406135559082,0.8638514876365662,0.7973597049713135,2.499999936844688e-05,0.19708557426929474,0.9793167114257812,0.8121562004089355,0.5995348691940308,0.27850157022476196
32,0.9807265996932983,0.8624699115753174,0.7934993505477905,2.499999936844688e-05,0.2013102024793625,0.9822050929069519,0.8255403637886047,0.6004313826560974,0.24138830602169037
33,0.9831563830375671,0.876638650894165,0.8039357662200928,2.499999936844688e-05,0.17871013283729553,0.9812182188034058,0.8045169711112976,0.6194071769714355,0.2697543799877167
34,0.9813177585601807,0.8634774088859558,0.7946115136146545,2.499999936844688e-05,0.1988372802734375,0.984809160232544,0.8438200950622559,0.636594295501709,0.22356851398944855
35,0.9816992282867432,0.8692613840103149,0.7965201735496521,2.499999936844688e-05,0.190500870347023,0.9781497120857239,0.7947978973388672,0.5956809520721436,0.285798043012619
36,0.9822238087654114,0.8755242824554443,0.8018630146980286,2.499999936844688e-05,0.18388523161411285,0.9862432479858398,0.8466944694519043,0.6488285660743713,0.20283906161785126
37,0.9818474054336548,0.8672934770584106,0.803629457950592,2.499999936844688e-05,0.19289416074752808,0.968720555305481,0.7686491012573242,0.5889882445335388,0.3632325232028961
38,0.9822695851325989,0.8725991249084473,0.801876425743103,2.499999936844688e-05,0.18717974424362183,0.9827659130096436,0.7701599597930908,0.5516484975814819,0.24929869174957275
39,0.9832290410995483,0.8784048557281494,0.814083993434906,2.499999936844688e-05,0.17750145494937897,0.9837884902954102,0.8446638584136963,0.6991202235221863,0.21609924733638763
40,0.9840928912162781,0.8846237659454346,0.8203440308570862,2.499999936844688e-05,0.1679922491312027,0.9794805645942688,0.8222723007202148,0.6301631331443787,0.26012712717056274
41,0.9845149517059326,0.8875406384468079,0.8254411220550537,2.499999936844688e-05,0.16465215384960175,0.9833781123161316,0.8372958302497864,0.667354166507721,0.23808220028877258
42,0.984561026096344,0.8835101127624512,0.819919228553772,1.249999968422344e-05,0.16769903898239136,0.9820572733879089,0.8391391634941101,0.6566334962844849,0.22888188064098358
43,0.9860851764678955,0.8969127535820007,0.8324888348579407,1.249999968422344e-05,0.14947864413261414,0.9797515869140625,0.8180286288261414,0.6215817928314209,0.2583582401275635
44,0.9854797124862671,0.8940171003341675,0.8278355598449707,1.249999968422344e-05,0.15548057854175568,0.9821054339408875,0.8463767170906067,0.6506404280662537,0.23042099177837372
45,0.9854055643081665,0.894610583782196,0.8289554119110107,1.249999968422344e-05,0.15408813953399658,0.9836985468864441,0.8197264671325684,0.5844781398773193,0.25230079889297485
46,0.984833836555481,0.889447033405304,0.8286470770835876,1.249999968422344e-05,0.16081933677196503,0.9833345413208008,0.842276394367218,0.6554116606712341,0.2228928804397583
47,0.9867419600486755,0.9025141000747681,0.8381220102310181,6.24999984211172e-06,0.14101503789424896,0.9795993566513062,0.812233030796051,0.6234973073005676,0.24253156781196594
48,0.9873204231262207,0.9021502733230591,0.842233419418335,6.24999984211172e-06,0.14036166667938232,0.9853944182395935,0.8462836146354675,0.694417417049408,0.20596812665462494
49,0.9864686727523804,0.9011781215667725,0.8360685706138611,6.24999984211172e-06,0.144598126411438,0.9815464019775391,0.82033771276474,0.6097288131713867,0.24971210956573486
50,0.9858984351158142,0.8993701934814453,0.8355538249015808,6.24999984211172e-06,0.1483357846736908,0.9835131764411926,0.8449366688728333,0.6346033215522766,0.2156280279159546
51,0.985867977142334,0.8957328200340271,0.8323808312416077,6.24999984211172e-06,0.1513441652059555,0.9849454164505005,0.8227026462554932,0.5863282084465027,0.2206719070672989
